Age,Gender,Income,NumWebsiteVisits,NumProductsViewed,LoyaltyMember,PreferredChannel,PastMonthPurchase,CustomerLifetimeValue
54,Male,132168,33,4,No,Phone,9362.935803591228,3626.6631532575802
53,Female,186068,23,31,Yes,Phone,3006.372654382655,4606.728332211731
63,Male,70231,15,7,Yes,SMS,8568.782719776427,5972.207436795072
52,Female,190044,6,16,No,Phone,8718.4149018863,3001.5516376393066
45,Female,100815,24,44,Yes,App,6334.318590716513,5428.454049841082
44,Female,63045,15,78,Yes,SMS,3593.1374133558634,3072.7847920214135
26,Male,10630,48,61,No,App,5314.093041187447,4001.1651150057887
36,Female,142612,31,67,Yes,Email,7736.218346199253,6908.64557416191
38,Female,79666,24,23,Yes,SMS,3275.0241127529266,5890.269197959349
44,Female,85165,33,86,Yes,SMS,1064.8782005212054,5719.667174794651
39,Male,29526,18,55,Yes,App,9227.887260841355,6123.397025777635
56,Male,151398,33,34,No,Email,8265.900196542527,2473.794070710438
26,Female,12333,9,81,Yes,Phone,5268.574193509523,5245.659755294865
58,Male,20194,38,65,Yes,App,4807.348417016636,3969.591572794646
43,Female,111533,48,21,Yes,App,5022.431808114242,2602.910111283216
51,Female,56130,2,77,Yes,Email,7099.784991194971,6060.1512277145
58,Male,100111,36,42,No,Email,8747.437387694554,2248.1348098981475
68,Female,83911,19,68,Yes,App,8635.082027039596,4016.740963704611
62,Female,57640,12,45,No,App,6939.407932270359,3664.6622615789674
21,Female,39558,29,13,Yes,Email,7773.169499363832,3875.680602235357
21,Male,75237,30,62,Yes,SMS,6346.564137319767,6086.346220650929
49,Female,120988,20,5,Yes,App,2865.7178496624315,2552.1329043367136
64,Female,59101,1,50,Yes,Email,6301.714860536022,4504.251613067608
58,Female,194445,5,59,No,Email,6617.723333533448,3181.7240110069447
49,Male,98661,21,81,Yes,App,8833.766324763063,5489.937119934874
19,Female,65416,18,98,Yes,App,2248.814178328885,3074.168923646328
45,Female,82787,40,60,Yes,Email,6252.309798974194,4682.872389925541
56,Female,59947,28,96,No,App,446.53276145088074,1315.0770799270833
63,Male,136534,2,91,Yes,App,438.80564230263985,3754.3627375420992
20,Female,155688,37,1,Yes,SMS,7834.04845943455,4094.358647493161
69,Male,52841,7,51,Yes,Email,4216.069500163767,4864.618494082741
57,Male,135401,35,34,Yes,Email,2593.5978314803197,3694.0462466865424
59,Female,197890,3,44,No,SMS,9790.602840077725,3430.9934445475305
22,Male,168346,29,46,Yes,Email,7484.757574099706,5465.117982362817
24,Female,169379,25,50,Yes,Email,5203.33552534564,5779.04330816043
32,Male,97910,39,42,Yes,SMS,123.91442155410104,4016.0955194794133
44,Male,197833,22,89,No,SMS,2968.512818800885,2957.9058253506864
61,Female,28536,1,48,No,Email,8951.997426856726,3044.276196079235
69,Male,148583,40,39,No,Phone,4843.723432795254,1119.9861448957267
18,Female,141739,34,77,No,Email,6811.894060317087,2479.401486951053
55,Male,197961,30,91,No,Email,462.50330189806954,2476.422029447368
57,Male,194695,28,29,No,Email,8232.17296374325,3722.7048934917425
57,Female,148659,22,96,No,Phone,1023.2086528722195,2593.6916314245323
41,Female,69178,23,62,Yes,Email,9815.799210472032,5383.081862887524
59,Female,181158,22,27,No,Email,7451.243208382534,4129.784722999446
63,Female,90642,39,12,Yes,SMS,8935.788840044283,3999.5483650318265
57,Male,106747,25,87,No,SMS,977.3911996587093,2452.33151241992
30,Male,129926,2,1,Yes,Email,2952.874318818686,1495.662615617674
39,Male,58485,5,22,No,Email,115.04074969690303,1199.7147247371458
61,Female,94715,49,21,Yes,App,6992.778691833408,4459.0216677534245
57,Male,75895,12,57,No,Email,2584.5448712824527,2571.621012478363
22,Male,178293,1,12,Yes,Email,677.5266231076226,2554.6744305069847
60,Female,151053,20,46,No,Email,4985.647501801931,2773.046970522389
21,Male,112422,8,41,No,SMS,3918.0758271603554,2594.906549590659
54,Male,54652,38,2,Yes,App,5727.8035126762325,4309.768148205561
18,Male,72512,35,94,Yes,Email,5327.409249979154,5300.904586111209
67,Male,45315,3,49,Yes,SMS,3030.708197858423,3482.990366239869
44,Female,156216,8,49,Yes,Phone,1903.6691429625087,3605.5681642032714
64,Female,182546,38,18,Yes,Email,2232.779744646085,2331.435696554139
30,Female,30216,2,40,No,App,8530.193454648374,6207.31454698811
50,Female,166085,47,45,Yes,Email,6115.839342700062,4353.373240141225
61,Male,122154,14,49,Yes,SMS,752.830323341065,3654.8020481449753
48,Female,104176,39,71,Yes,Email,1355.773863713875,3225.1133558347715
60,Female,117777,44,81,No,Phone,9638.448683337934,4545.92595500706
30,Female,125758,35,11,No,SMS,6165.537308788216,250.6476910778756
33,Female,110818,1,25,Yes,SMS,4775.743146375714,3764.4417508693855
47,Female,75657,40,82,Yes,SMS,6103.084342169241,6316.903086424524
66,Female,138785,28,22,Yes,App,1161.4611422533926,3559.1094762533507
39,Male,25519,6,41,No,SMS,8497.580543197157,2428.550453961947
30,Female,15065,2,99,No,SMS,8404.101229332537,3514.71558780274
29,Female,199222,27,47,No,Email,5989.822298384741,3238.5070706526585
37,Female,114576,8,52,No,Phone,6549.270791555271,1557.700634159342
50,Female,29956,42,17,No,SMS,4832.866196123487,3377.5944460775954
57,Male,126571,32,41,No,App,4488.024047191735,4116.332145290741
25,Male,47176,47,39,Yes,SMS,3450.3930016840754,5083.864647927659
60,Male,27208,26,19,No,App,3391.310265937756,785.7811066528385
61,Male,116067,34,89,No,SMS,3549.4455829054637,4902.736321964741
22,Male,14996,21,98,No,Phone,9329.484262102742,3829.3743555181695
31,Female,189940,39,67,No,Phone,8150.396545745334,3790.9492034402415
33,Female,41473,4,41,Yes,App,8127.417693133958,5494.86743984441
48,Female,63268,23,75,Yes,App,9914.73880479742,6925.626236183765
41,Female,20092,19,2,Yes,Phone,1195.877669856946,3275.8007365712583
41,Female,115185,40,31,No,Phone,9736.393083525136,2935.6032428257995
45,Female,68758,22,34,Yes,Phone,5315.06600832245,3165.379560419964
53,Male,141823,26,93,Yes,Phone,7362.73801267797,6121.654666489853
47,Female,125317,9,67,No,App,1832.2981297955198,2889.310930787517
55,Male,117490,23,34,No,SMS,4179.109359540378,1736.602765753385
36,Female,97830,37,12,Yes,Email,8193.162456959477,5696.272034476929
64,Male,80784,8,57,Yes,App,4934.614149345942,2401.979463496639
44,Male,103583,7,71,No,Phone,2515.384789444416,559.9026954636058
60,Female,188004,40,26,Yes,Phone,5654.60184659765,4889.138930432474
49,Female,87495,36,95,No,App,8810.76696499392,3462.5075374396592
51,Female,159840,5,55,Yes,Email,1467.6769174369974,821.0952267949829
49,Male,13104,23,85,Yes,App,3456.808212361222,5385.291193490353
49,Female,60180,20,63,No,SMS,6355.241768335842,5143.695338184704
33,Male,144500,33,38,Yes,App,9555.91861579662,7376.115523645949
40,Female,85284,16,6,No,Email,8873.856924815042,2895.3112715464476
44,Female,195124,2,59,No,Phone,6709.558472916565,3160.914344904914
24,Male,159093,7,66,No,Email,3336.026500812199,1419.0212011813137
47,Female,126826,13,16,No,App,1800.6755420947895,1104.1380374097273
27,Female,177123,44,91,Yes,App,624.3683423853086,3857.5783773622215
19,Male,188154,38,99,Yes,App,939.9570181873073,4250.767416666569
56,Female,190104,24,35,No,App,9686.512689584255,2175.545144462807
20,Male,134614,6,71,Yes,Phone,7842.529824401498,5523.682535932964
35,Male,66258,43,13,No,App,3092.3140719283783,266.1406748779551
29,Male,114429,44,70,No,Phone,3537.0108984878757,2057.4996846036615
49,Female,58350,25,7,No,App,3275.4459043434567,1248.8153769356538
22,Female,48613,28,59,No,App,2288.801527813966,4535.42455819854
50,Female,90244,10,44,Yes,App,4967.032358721529,4636.045746777764
19,Male,71316,41,40,No,Email,5382.873475609526,3900.328148041547
64,Male,169108,23,37,No,SMS,5927.2684023270385,3709.0980053274293
54,Female,127368,2,66,Yes,Phone,2795.7172602172354,4859.669513564127
58,Male,56185,19,52,Yes,App,7879.395116701929,6228.636902815517
50,Male,35456,29,82,No,App,4184.63267625239,4053.960937140139
47,Female,97404,6,76,Yes,App,1882.7002484896261,2878.0481907140393
56,Male,163060,16,4,Yes,App,7617.418298052891,2104.6401036770276
33,Male,28450,46,62,No,App,4016.2605823696717,3725.708726150677
54,Male,150906,34,6,No,Phone,4193.617389501084,2114.911093088554
24,Male,35338,39,88,No,App,6834.289006772516,2977.886513505381
37,Male,78228,40,47,No,Phone,1884.8410004465877,2169.450701929913
51,Male,60023,29,80,Yes,Phone,9363.598538992435,7544.926403180315
43,Male,49514,37,1,Yes,SMS,6300.342991799633,3605.8202549684893
54,Female,40260,6,49,No,Phone,6221.515652505687,3615.9527598823665
50,Male,132417,8,6,Yes,Email,2616.987843077232,2666.56032207118
41,Male,194551,6,25,No,SMS,7055.225561305124,2454.821370958298
48,Female,196471,13,14,No,Phone,135.23624950843026,0.0
47,Male,56616,43,74,Yes,App,2824.11466250583,4671.760042236036
37,Female,59831,30,3,Yes,Phone,1556.8306158474077,4333.986376048609
64,Male,105283,47,47,Yes,Email,282.0727332189243,2884.0067629544087
43,Female,73071,5,14,No,Phone,4168.713787269185,1925.71976925968
27,Female,187684,45,34,No,SMS,1971.1871131765968,2551.1396655941853
35,Male,30122,44,41,No,App,6138.925025323567,2674.457512324806
24,Male,184387,24,33,Yes,SMS,5413.552418853193,4507.891514046707
30,Male,40573,14,89,No,Email,5826.315256037739,3118.161403897164
42,Male,89895,12,64,Yes,App,93.92260266226748,5382.14048939697
36,Male,49845,11,71,No,SMS,3513.075471801367,2657.937361842084
40,Male,105742,2,86,Yes,Phone,7455.19763687779,4916.4283681712905
40,Male,74142,16,46,No,App,7655.776298051123,2737.9379374855453
28,Male,107977,46,76,No,App,415.6448162637272,2621.4953980952896
63,Female,164485,12,56,No,App,8282.255754590258,4307.341266870741
33,Male,23627,19,9,No,App,8110.90024196857,2120.726930912435
25,Female,106981,38,39,Yes,App,3944.0578573883777,4351.9559003644645
18,Female,81919,47,60,Yes,SMS,7017.160532126099,4565.641230704753
27,Female,134242,5,33,Yes,SMS,311.02522551772705,2921.689437941778
43,Female,30243,49,52,No,Phone,702.1396538683599,1714.6509161848849
55,Female,81028,38,36,No,App,518.7086661294005,1042.1121346833213
31,Female,120750,10,11,No,SMS,9453.967514920016,2847.9503015081677
38,Male,33776,19,20,No,Email,9488.681968446881,2298.0479512408733
30,Male,186848,8,79,Yes,Phone,5078.245134020463,4428.379815693934
69,Female,199836,21,7,No,Email,1777.9530258578425,2057.9052240314577
40,Male,101538,39,11,Yes,Phone,2105.7308020614805,3377.8306628435535
49,Female,58497,43,6,No,App,974.4501143635365,2012.0459174393047
19,Female,152056,46,31,No,App,7150.0064331772055,2543.5327618164006
55,Male,138778,42,37,No,Phone,3699.610630270068,2153.380856875988
49,Male,136830,22,38,Yes,Email,2465.2585919598646,4319.024054851188
22,Female,96528,37,86,No,Phone,3992.0560522480096,919.1189769166256
59,Female,180854,46,65,No,Email,8972.02587032185,4428.0191515107535
24,Female,121577,6,26,No,App,333.5441178951382,258.2530576474309
54,Female,137273,1,22,No,Email,4354.578766918749,520.7763164400724
20,Female,33971,26,99,Yes,App,9404.993429554163,6326.983402786605
26,Female,34807,2,53,Yes,App,9433.069360194122,6088.691546978084
22,Female,193686,13,35,Yes,Phone,2719.2326061421577,3552.0113972431327
62,Male,112668,27,41,No,Phone,7779.995162634434,5259.568782693811
29,Female,85007,15,63,Yes,App,803.274615479952,3248.743470806824
45,Male,136181,32,48,No,Phone,4268.878672081374,1869.5331140599562
42,Female,125080,16,54,Yes,App,8029.529464071775,6240.479884513054
67,Male,133395,45,92,No,Phone,5199.573247430955,2540.0000663868245
68,Male,76004,32,13,Yes,Email,7283.9498879982875,3047.92530335114
38,Female,113802,7,99,Yes,Phone,3625.079495618261,6153.220706681992
31,Male,169243,46,95,No,Email,217.2255714318816,782.2366305378716
18,Female,57768,4,81,Yes,SMS,5532.131183658417,5588.80235177118
30,Female,92902,25,13,No,Phone,6950.750225246171,2214.7822427234923
40,Male,187102,34,98,Yes,SMS,5158.324704499612,6186.625124056082
31,Female,47087,4,62,No,Phone,456.2869793453417,1365.728721215778
27,Female,177771,20,54,No,App,4301.53289635054,1532.855063258451
46,Male,36314,45,41,Yes,SMS,8227.555749221301,4587.662465950535
33,Female,55778,27,87,Yes,Phone,1398.933482377308,4295.411246427344
25,Male,33195,45,99,No,Phone,6924.799570378872,5154.168472862038
36,Male,113355,28,67,Yes,Email,7744.587208662074,5060.323276318943
41,Female,165903,25,85,No,Phone,3068.2005763630405,2555.732516831519
67,Male,16465,18,64,No,SMS,4743.406731999817,4553.597451392275
50,Male,162501,40,6,Yes,Phone,452.2686347110338,2786.9363660012077
22,Female,43330,11,80,No,Phone,2805.3281291140997,2475.951215358259
34,Female,74278,14,84,No,Email,7629.354239991424,2726.137941447884
67,Male,65236,8,87,No,Email,2273.6417956126475,3208.8131217338696
45,Male,137201,7,80,No,App,7075.1216041758835,4642.236809838283
39,Female,191832,17,83,Yes,Phone,3272.6039911219896,4489.159609934461
69,Female,16431,5,8,No,SMS,5802.502545127931,851.8416862087302
21,Female,131876,39,99,No,SMS,4602.926214923288,4414.0211541425915
58,Male,153758,4,49,No,SMS,6182.420299215249,1986.249895076318
25,Female,19391,23,69,No,Email,8292.634253923276,5439.924183569955
22,Female,154557,4,78,No,Email,2315.862338896516,3464.9501001710105
27,Female,155084,15,2,No,SMS,3146.1033107111193,924.3821932640476
26,Male,100815,23,10,Yes,App,4900.594643966418,3772.47193937371
67,Female,31094,39,87,Yes,SMS,6881.11946687622,6506.959049183469
52,Female,154088,38,3,Yes,Email,5389.723420564934,4649.300341235125
36,Female,82482,8,94,Yes,Email,3944.288255368664,3773.9534040048197
42,Male,196953,10,27,Yes,Email,8135.4068794232435,4984.7115389641685
37,Male,163449,2,38,No,SMS,9683.696963790288,3606.636468153287
22,Male,12500,33,71,Yes,SMS,1800.9453953693455,4992.716610527402
37,Female,43240,7,60,Yes,Phone,4137.760353207056,4777.199816604062
26,Female,104182,7,95,Yes,Email,8368.578673020782,7122.705402236119
21,Male,191524,48,7,No,Email,2218.50314109822,651.9995561202177
59,Male,167244,36,7,No,SMS,5111.0547940976785,2046.9009783434235
67,Female,51643,19,93,No,Email,502.2744790053846,2155.3150561708453
27,Female,39529,7,68,No,Email,1315.6971268297723,1099.2011586103822
30,Female,49653,22,21,Yes,App,5140.9983356367065,4010.7411134093804
19,Male,91325,13,65,Yes,Email,1722.1524761100748,3988.0438027199734
59,Female,164919,49,70,Yes,App,8635.727945113325,7262.3060568577275
64,Female,62402,36,34,No,SMS,4391.068077333109,2336.050482065181
30,Female,112780,14,7,No,Email,293.3312189167991,162.86375366710791
69,Male,54913,42,93,No,App,6882.682689961272,1850.9716918477206
33,Female,95323,21,33,Yes,SMS,3012.528316956069,2674.012279060058
65,Male,60940,28,54,No,Phone,2901.339939394516,3298.9091658842117
63,Male,31050,15,8,No,App,7261.0669860325415,2556.3800564624116
43,Male,149560,42,52,Yes,Phone,3591.954817597426,3718.840400343891
52,Male,99839,35,76,Yes,App,8293.767616012556,7208.559445145214
59,Male,83233,40,87,Yes,Email,9825.968076777117,6075.339995899609
59,Male,140041,24,77,Yes,App,2797.2593122181543,5286.341700843965
50,Male,76105,43,50,Yes,App,6703.234845305711,3512.6806659600397
60,Male,157112,21,51,Yes,Email,4702.469670777113,4039.97847714292
60,Female,156230,24,82,No,App,4571.537977055764,4219.851376668859
30,Male,181478,25,38,Yes,SMS,5373.601439716836,3816.01485004256
67,Male,76689,27,58,No,Phone,4648.849504502249,5610.518518519722
43,Female,56250,49,99,Yes,Phone,295.1391138762782,2818.5782598166647
55,Female,186024,12,37,Yes,SMS,6832.388583275581,5646.010978336448
25,Male,119086,23,52,No,App,6121.587922422006,3270.5824074581774
60,Female,50619,18,10,No,App,7517.5391246434365,2796.8247268447058
54,Male,144931,27,85,Yes,App,4000.5423540295606,5688.7641924475865
43,Female,18381,49,95,No,Email,8448.861301160867,4372.683691371723
59,Female,173380,12,78,No,Email,244.4410957696519,0.0
25,Male,121640,49,86,No,Phone,9874.215922739093,4322.120404460874
44,Male,178502,19,89,No,Email,349.79926113675396,3800.7351548102506
63,Male,66916,6,49,No,App,4667.192967997291,3292.159399523728
65,Female,29357,1,17,Yes,App,960.3621593363176,1497.4200277999455
49,Male,182900,27,98,Yes,SMS,8712.217725039332,6156.78853866265
51,Male,166408,14,87,Yes,App,3347.1305508641503,4491.786586654062
63,Male,176804,16,13,No,SMS,3996.4743210534857,2217.7650841148707
59,Female,16763,35,29,No,Email,4943.163594251347,1485.7326166078337
64,Female,95582,15,28,No,Phone,1316.4420053822123,0.0
58,Female,152705,21,12,Yes,Phone,6783.046150493154,5826.243769074364
22,Male,159494,45,45,Yes,Email,8356.242709292766,5226.472161831502
49,Female,93901,10,79,Yes,App,7460.501972610789,5899.259335224987
54,Female,163069,5,54,Yes,SMS,248.637595702198,2390.744919218263
29,Male,160949,42,44,Yes,SMS,9459.46491631981,7946.760384032501
59,Female,71896,42,26,No,SMS,6299.030926417294,1842.3805187033997
39,Male,42372,25,39,Yes,Phone,6184.497790154012,4416.396727223864
48,Male,118797,31,71,No,Email,8326.299019520044,3203.1745465216477
48,Male,95302,30,3,Yes,Phone,5757.569560841605,4912.574707069356
60,Female,13330,27,63,No,Phone,5970.351210058589,3250.5599255325083
57,Male,121253,29,35,Yes,Phone,3282.7772675567167,4627.410524422071
51,Female,88547,29,86,No,Phone,740.669225283056,2920.8581748301276
49,Female,38107,35,95,No,Email,392.34281711800213,1312.7165859262254
19,Female,146503,15,75,No,Email,2243.1950391521236,4010.8432622037244
68,Female,12152,14,78,No,Phone,2426.4949066844065,1125.9500084136087
68,Female,193874,23,2,No,SMS,9399.142948635072,3332.2618622060954
33,Female,54867,6,37,Yes,App,8068.367425892386,4732.621161690621
67,Male,144574,32,75,Yes,Email,5140.533999418503,4165.909093930207
53,Male,196142,17,40,No,Email,7091.22121077776,2877.2645343216823
40,Female,102889,41,51,No,SMS,9.794698706814264,0.0
31,Male,23076,42,98,Yes,Phone,3276.468286722031,5359.914505379547
37,Male,189828,30,14,No,Email,9593.876340302348,2262.723466638122
56,Female,61167,24,85,Yes,Phone,9460.338754997581,6825.4880150821
48,Male,33945,7,30,No,Phone,3563.8031524399626,956.5283610912923
37,Male,44067,13,38,No,App,9796.799180386111,3326.067784866208
34,Male,54854,14,55,No,App,2300.493384377488,2619.6103847204304
53,Female,105927,40,31,No,SMS,1089.8820282786126,1698.1212015174945
49,Female,78500,3,64,No,Email,976.683843070495,714.638783709406
42,Female,122369,36,24,Yes,Phone,3895.1100418949413,4169.850993272912
43,Male,120140,40,18,No,Email,5947.523346768748,3185.2637762928894
25,Male,48447,1,96,Yes,Email,1207.826724877723,4959.7775824349355
20,Female,128488,16,79,Yes,App,7256.054397514229,6931.267209465802
21,Male,179003,2,60,Yes,SMS,7025.482865642913,4685.196902631502
45,Male,23105,12,33,No,App,167.6435760795736,693.5191436765101
65,Male,144055,16,73,No,App,825.3806755637661,2456.125570698523
63,Female,188460,42,41,No,SMS,7547.5957425716015,3805.8699059112137
54,Female,45826,35,70,No,Phone,8854.266430568765,3244.9478831424967
32,Male,78756,26,48,No,Email,904.0930030584183,0.0
59,Male,11447,12,92,Yes,App,5792.462129984492,5459.923249882485
24,Male,111045,48,86,No,App,4391.678722695647,1962.5931962634966
65,Male,91670,37,95,Yes,SMS,6170.8339495854425,5988.846553265411
19,Male,103318,2,66,Yes,Phone,669.0797887449073,2820.017486255255
43,Male,197774,41,26,Yes,Email,2048.0574645865113,4250.301378985362
44,Male,22590,19,85,Yes,App,3214.756100218533,5949.687387783825
44,Male,127947,23,9,Yes,App,6598.3217420707,4497.070561592928
33,Female,59684,24,77,No,Email,9264.400420468724,2986.513005546204
28,Male,57853,31,89,No,SMS,3331.0967970729735,3546.0697010276454
59,Male,192670,31,84,Yes,SMS,9805.872741422187,5942.892086498536
30,Male,192516,6,69,No,Phone,2082.5444936869008,1981.5435909626094
62,Female,183698,27,9,Yes,SMS,3848.643889198923,3085.4798742036937
19,Female,95316,13,61,No,SMS,9371.22599069679,2830.1778319874584
43,Female,53067,17,30,No,SMS,9635.40503673779,2887.0782394039466
59,Female,189408,20,63,Yes,App,7384.629457366287,6595.600446867476
33,Male,49856,48,86,No,Email,5124.045116542621,1995.3482215875908
54,Male,13592,21,98,No,App,338.36905528975115,2011.2427771939326
35,Male,46629,43,66,No,App,3849.377109814739,2204.0251511481465
63,Male,181881,29,73,No,Email,4563.931588152833,3137.3418004128225
37,Male,31902,16,67,No,App,5867.566824696688,2314.2259545472402
55,Male,88911,4,86,Yes,App,5006.309307193692,4988.408836107102
47,Female,175655,49,43,No,SMS,5548.280150336665,1508.3978436071457
22,Male,138986,14,26,No,SMS,7784.257822851103,3354.888891394244
48,Female,16572,19,91,Yes,Email,8915.121707508119,6823.305419599748
40,Female,81083,6,63,Yes,App,6359.608311056677,4586.707728913184
36,Female,148686,48,6,No,Email,3048.878457950036,2700.5267137734936
21,Female,84820,45,54,No,Email,3039.4439579118516,2169.7747282909963
48,Female,174246,28,55,No,Phone,995.5791970410766,647.5718164615761
35,Male,77093,16,61,No,Email,8118.359757880965,3213.1246655639043
67,Female,11669,39,68,No,SMS,4532.649534223376,837.157633576468
23,Female,49243,41,25,No,App,8186.847104385467,2358.005145189017
43,Female,34747,8,80,Yes,SMS,6772.21274521494,6008.438076875461
66,Male,35910,19,48,No,SMS,8405.983127271738,3415.311334889587
61,Female,126893,41,72,No,Phone,4341.896760756071,2563.1120288407596
47,Male,122542,16,22,No,Phone,7951.652224386745,3404.3898249752046
25,Male,105259,14,40,No,Email,821.0396325242541,0.0
22,Male,133606,45,24,No,SMS,2248.760773549393,1464.0792061365948
30,Female,179297,8,98,No,Phone,2796.5147658735123,1970.3069978200801
34,Female,82766,6,11,Yes,SMS,8143.074851098791,4996.0101191999465
35,Male,155268,38,54,No,SMS,6394.070495409203,3656.239148343759
50,Male,52204,33,15,Yes,Email,9284.040673854894,5925.952694145089
46,Male,103433,33,43,Yes,App,8075.732811306237,6308.1032337250845
44,Female,195616,11,7,Yes,App,1183.8021422347322,3477.0701663597256
66,Male,107945,14,19,Yes,Phone,7651.752132662595,5135.453895202036
49,Male,143251,40,27,No,Email,3726.699815916534,2968.7588366438204
46,Female,42444,3,63,No,Phone,8337.438884385747,4226.912716161806
37,Male,137858,22,51,No,Phone,1133.6218746499706,457.1485753182112
40,Female,186077,28,98,No,Email,1613.5362877237014,2682.2675135432055
41,Male,48391,2,55,Yes,App,8140.984867147975,5432.467060284007
53,Male,18955,48,11,No,SMS,1833.8632456462044,1121.1433793439091
26,Female,46159,2,35,Yes,Email,7140.868488268645,6514.498968302897
56,Female,65127,24,26,Yes,App,3965.1121470889884,5281.416479124065
29,Female,13665,27,8,No,App,5991.444862846981,3559.6021040667133
49,Female,41134,20,46,No,Phone,4292.81052328623,2665.819644165425
48,Male,98947,15,37,No,Email,644.8759573652851,2337.449691999399
43,Male,58407,12,19,No,Email,48.87845327283369,1902.9765730260765
23,Male,169828,22,69,No,SMS,3271.704537654986,652.3957243066795
23,Female,195768,49,28,No,Phone,9027.471779479738,1461.3734727298774
27,Female,161320,37,33,Yes,Email,7722.058981562969,5071.033659642958
47,Male,64053,21,97,No,App,2709.868062546322,3454.0303265429657
24,Female,25368,17,77,No,SMS,3142.532616583288,2061.562412321974
56,Female,44463,4,53,No,SMS,6045.098818681072,2349.713253193855
50,Male,173872,18,22,Yes,Phone,2288.6890497231725,2859.3742143508953
62,Male,178575,41,71,No,Email,7164.180809363631,2665.9418584538544
68,Male,49090,30,93,Yes,Email,2316.589710931882,5160.545682216843
69,Male,163438,27,33,No,SMS,149.3618396950924,396.5094617682955
22,Male,15061,19,19,Yes,Phone,8715.599386163492,5579.621362994466
68,Male,80923,13,60,No,Email,5614.109570537291,2729.2543153020424
47,Female,133149,35,35,Yes,SMS,6675.281510885613,5497.819299629119
36,Male,19656,45,63,Yes,SMS,4463.716217364754,4834.297153185853
26,Female,190279,27,94,Yes,Email,137.73432464335156,3782.637946835174
29,Male,53577,17,19,No,Phone,1234.471079896341,0.0
28,Male,185735,7,94,Yes,Email,2235.6391344426106,4833.558024233226
21,Female,65798,6,19,Yes,Email,3338.485728127806,5292.98122746604
31,Female,87634,45,48,No,Email,6915.241185645752,1770.9444378984238
69,Female,155913,22,80,No,Phone,4524.879076410786,2391.068407961902
28,Male,54367,36,87,Yes,Email,7527.151782586301,7114.285136788896
38,Male,166804,3,7,No,App,7903.2943665626735,3277.5161528225226
27,Female,82582,39,91,Yes,App,3010.752663675137,4438.5536097953445
66,Female,52501,5,53,No,App,9754.022815662693,4028.1451705534782
49,Female,186887,9,73,Yes,App,7605.778154925479,4796.478001353641
57,Female,189094,3,8,No,SMS,182.49856037930056,0.0
26,Female,73044,44,59,No,Email,2825.721933214075,1697.4932590324465
29,Female,125358,45,81,Yes,App,1670.3231984694078,5572.481179585367
60,Female,70764,39,67,Yes,Phone,3884.70600154821,6671.385739438892
68,Female,191676,49,43,No,App,9669.059637007276,1872.1327861709958
35,Male,140081,13,6,Yes,SMS,4307.059600969817,2759.3618112196227
55,Male,134594,41,30,No,SMS,4626.634501813779,1294.0033758597144
43,Male,148973,40,18,No,Phone,3489.138174702009,1562.4761096752063
40,Female,65268,13,97,Yes,Email,54.517452859920155,3796.5775945151972
49,Male,66833,2,75,No,App,6668.686704887296,4531.895625860625
47,Female,98261,27,61,No,App,8983.994459216961,2352.3766678067877
47,Male,172208,13,66,No,Phone,8242.607396798445,4770.082969330862
30,Male,186500,33,73,No,App,3246.6358498918867,3605.764238004731
33,Female,105976,22,15,No,Phone,2593.926264240235,985.4143200862846
31,Female,119066,29,52,No,App,5228.638686319993,1054.0613646577685
40,Female,63252,30,72,Yes,Email,8984.923826546928,7278.742893929728
38,Female,131396,28,8,Yes,App,6062.9766958450955,2976.7267185533365
55,Female,111515,27,71,Yes,SMS,7931.605381950353,6092.1769232233255
50,Male,173831,35,48,Yes,Phone,7505.269490364144,5980.0448242003595
27,Female,18463,37,3,No,Email,6795.992628541604,1409.657592622511
22,Male,32450,44,16,No,Phone,5703.402977689471,1846.788608365573
35,Male,72007,39,56,Yes,SMS,9282.850714862272,6344.759583723551
52,Female,31580,19,87,Yes,Phone,3103.9595285249657,4773.753921328003
42,Female,110276,17,13,No,App,4568.927303815545,1460.329554581153
38,Male,197452,2,24,Yes,Phone,8873.317710522588,5806.057713891151
60,Female,112362,8,52,Yes,Phone,6459.588550882136,3784.1335333329084
31,Female,143481,40,76,No,Email,9865.401941367318,3143.648468120033
27,Male,27578,35,47,Yes,Phone,9599.922119324949,6784.408012988215
43,Female,155008,5,82,No,Email,7565.604931651716,5262.141843907195
22,Male,46744,9,78,Yes,Email,5646.647679197979,6239.450652345426
67,Male,134752,16,65,Yes,SMS,1711.7529604425463,4372.680491974975
42,Male,177289,32,17,No,SMS,6004.453384100795,2513.049761263157
68,Female,60424,40,5,Yes,Email,2220.0108875322553,3385.1953984738593
24,Male,79034,36,83,Yes,SMS,8429.091619661776,7907.899394715622
63,Male,148956,45,36,Yes,Email,1576.4532574258649,3971.4600047290037
50,Male,51285,47,66,No,Phone,5497.886134725204,2688.1957863919033
19,Female,96103,13,89,No,Email,3741.282940357434,1342.961508331618
37,Male,141733,21,38,No,App,7031.08086006267,3133.755974591534
57,Female,172376,34,87,Yes,Email,1310.8168479632486,6212.234610788348
29,Female,145686,38,79,No,Email,7850.606183055608,2583.1134053799924
18,Female,42980,5,54,Yes,SMS,7738.7828582589445,5808.285105867694
25,Female,117216,35,67,Yes,App,5209.0898563110495,4494.487396393798
30,Female,124621,5,89,Yes,App,6396.026913537911,5280.843115283229
